titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Cùng cô người máy sinh tồn trên hành tinh bí ẩn,Chapter 57,"Thể loại:Drama, Manga, Romance, Sci-fi",Tình trạng:Đang tiến hành,Bình luận:964,Tác giả:Pageratta,"Bị một tảng thiên thạch va phải, phi thuyền của họ rơi vào một hành tinh không xác định,liệu cả hai có sống sót để thoát khỏi nơi bí ẩn này?Truyện sẽ được update hàng ngàyChúc mọi người đọc vui vẻ :3",//st.nettruyenup.com/data/comics/161/cung-co-nguoi-may-sinh-ton-tren-hanh-tin-9730.jpg,https://www.nettruyenup.com/truyen-tranh/cung-co-nguoi-may-sinh-ton-tren-hanh-tinh-bi-an-64673
Blue Box Briefing,Chapter 5,"Thể loại:Drama, Manga, Mystery, Seinen",Tình trạng:Đang tiến hành,Bình luận:70,Tác giả:Yamada Shirohiko - Yugo Aosaki,"Vốn tưởng sẽ không có ai trên chuyến tàu đầu tiên nhưng cậu học sinh Katougi lại vô tình chạm trán cô bạn cùng lớp mà không mấy bắt chuyện cùng – Sappukei. Trong bầu không khí lúng túng, cậu bắt đầu gặng hỏi cô lí do về cuộc gặp gỡ thần kì này… Được chuyển thể từ cuốn tiểu thuyết cùng tên.",//st.nettruyenup.com/data/comics/166/blue-box-briefing.jpg,https://www.nettruyenup.com/truyen-tranh/blue-box-briefing-66214
Gate Of Nightmares,Chapter 19,"Thể loại:Action, Adventure, Comedy, Drama, Fantasy, Manga, Romance, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:144,Tác giả:Mashima Hiro - Yoshinori Matsuoka,"Là một đứa con tinh thần khác của cha đẻ Fairy Tail nên art đẹp y chang. Được chuyển thể từ một tựa game cùng tên. Truyện kể về một thế giới giả tưởng nơi mà giấc mơ của con người hòa vào nhau, cùng nhau biến thành hiện thực. Có những ước mơ đẹp, nhưng đôi lúc vẫn có những ác mộng đáng sợ để trở thành quái vật thực sự. Những quái vật đó họ gọi là nightmare. Nhân vật chính của chúng ta, chàng trai trẻ Azel, người sở hữu một nightmare hình rồng trong truyền thuyết, cùng với cô bạn dễ thương là Emma, chuyến phiêu lưu của họ bắt đầu...",//st.nettruyenup.com/data/comics/219/gate-of-nightmares.jpg,https://www.nettruyenup.com/truyen-tranh/gate-of-nightmares-573070
Gash Bell!!,Chapter 1.5,Tình trạng:Đang tiến hành,Bình luận:23,Ngày cập nhật:11/08/22,Lượt xem:5.733,"Phần tiếp theo của Konjiki no Gash!!, hay Zatch Bell. Khi trận chiến tìm ra đức vua của thế giới yêu tinh, trong đó 100 đứa trẻ yêu tinh chiến đấu lẫn nhau, đi đến hồi kết… vị vua mới đã lên ngôi, và thế giới yêu tinh sống những ngày tháng hòa bình còn lại, ít nhất là như vậy. Bây giờ, một sự thật bất ngờ về thế giới yêu tinh đã được tiết lộ. Và trong sự tuyệt vọng sâu thẳm, 3 đứa trẻ quyết định mạo hiểm.",//st.nettruyenup.com/data/comics/47/gash-bell.jpg,https://www.nettruyenup.com/truyen-tranh/gash-bell-66863
Tantei no Tantei,Chapter 22,"Thể loại:Action, Drama, Manga, Mystery, Trinh Thám",Tình trạng:Đang tiến hành,Bình luận:89,Tác giả:KIyohara Hiro,"Bạn nghĩ rằng thám tử là một công việc thú vị như Conan hay Kindaichi?Hãy nghĩ lại đi...Đây là câu chuyện về những gì mà thám tử thực sự phải trải qua.Sasaki Rena là một điều tra viên đơn độc làm việc trong một văn phòng thám tử tên là Suma Research Agency. Với không một sự giúp đỡ từ cảnh sát, cô không thể ra vào hiện trường hay nói chuyện với nhân chứng. Luôn luôn phải thận trọng khi thu thập thông tin, chỉ có một mình, cô phải tự bảo vệ bản thân.Bọn tội phạm không e dè tấn công cô, cảnh sát không muốn dính líu đến cô.Phe thám tử đối địch luôn muốn loại trừ cô, nhưng không gì khiến cô chùn bước.Người bạn duy nhất c ủa cô là một thám tử tập sự, Kotoha Minemori, cùng nhau họ sẽ khám phá ra sự thật được ẩn dấu sau những tội ác.....",//st.nettruyenup.com/data/comics/119/tantei-no-tantei.jpg,https://www.nettruyenup.com/truyen-tranh/tantei-no-tantei-64631
Kimi no Okasan o Boku ni Kudasai!,Chapter 13,"Thể loại:Comedy, Drama, Romance, Seinen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:183,Tác giả:Tazawa Yutaka,Một tác phẩm romance đầy thú vị kể về hành trình chinh phục bà mẹ đơn thân của chàng trai trẻ vốn chưa có một mảnh tình vắt vai...Ủng hộ nhóm dịch tại: https://facebook.com/afangteam AFANG Team,//st.nettruyenup.com/data/comics/25/kimi-no-okasan-o-boku-ni-kudasai.jpg,https://www.nettruyenup.com/truyen-tranh/kimi-no-okasan-o-boku-ni-kudasai-253690
Hatenkou Yuugi,Chapter 18,"Thể loại:Action, Adventure, Comedy, Drama, Fantasy, Ngôn Tình, Romance, Shoujo, Supernatural, Tragedy",Tình trạng:Đang tiến hành,Bình luận:16,Tác giả:Endou Minari,"Một cô gái trẻ tên là Rahzel đã bị cha mình đuổi khỏi nhà để ngắm nhìn ""một mặt khác của thế giới"". Vì thế chuyến đi của cô bắt đầu khi tóm được một người bạn đồng hành là Alzeid. Mặc dù cả hai luôn như lửa với nước song họ lại thu hút lẫn nhau. Nguyên nhân có thể là do sự chia sẻ ma thuật giữa hai bên cùng với sự giúp đỡ những con người yếu đuối trên suốt dọc đường đi của họ. (Manga đã được chuyển thể thành Anime)...",//st.nettruyenup.com/data/comics/87/hatenkou-yuugi.jpg,https://www.nettruyenup.com/truyen-tranh/hatenkou-yuugi-54630
Công Chúa Gác Mái,Chapter 37,Tác giả:Eunhyang Ja,Lượt xem:911K,Theo dõi:13K,Tình trạng:Đang tiến hành,"Một công chúa xui xẻo bị nhốt trong một căn gác mái và được gọi là một tên ngốc Sau hơn 20 năm hạn hán, đã bị đề nghi làm con tin cho vương quốc nước láng giềng. Tuy nhiên, trên thực tế, cô được sinh ra với hình mẫu của vị Thần mà người ta đã tìm kiếm rất nhiều trong Đế quốc “Hôm nay là ngày luyện tập thường xuyên cho toàn bộ Hiệp sĩ dòng Đền.” ” Trên đường đi làm về, tôi có mua một trái táo ở chợ. Một trái táo là mọc trên một cái cây trông như thế này. Đó là một quả táo đỏ.” Pedelius đã chụp một bức ảnh trông giống như một đứa trẻ nhỏ và tay kia cầm một quả táo ngon lành. Và anh ấy vui lòng giải thích chúng bằng cách đẩy chúng ngay trước mắt tôi. Vậy quả táo có màu đỏ, còn những quả màu khác? Tôi nhìn xuống quả táo mà Pedelius cầm trên tay, với vẻ mặt run rẩy, với đôi mắt thất thần. Tôi phải tiếp tục hành động như thế này trong bao lâu? Cái này trông thật điên rồ. Rõ ràng, anh ấy thấy thật bổ ích khi dạy tôi. Tôi thực sự ổn…",//st.nettruyenup.com/data/comics/13/cong-chua-gac-mai.jpg,https://www.nettruyenup.com/truyen-tranh/cong-chua-gac-mai-640137
Batsu Hare,Chapter 10,Tác giả:Inaba Minori,Lượt xem:767K,Theo dõi:8.730,Tình trạng:Đang tiến hành,"Câu chuyện bắt đầu khi nhân vật chính, Wakou Ichiro về nhà sớm để kỷ niệm 2 năm ngày cưới với vợ mình. Nhưng bất ngờ khi mở cửa ra thì... Anh phát hiện vợ mình đang làm tình với người đàn ông khác. Cuộc hôn nhân dù ngắn nhưng cũng làm cuộc sống của anh thay đổi một lần nữa. Bất ngờ một cô gái xuất hiện trước mặt anh, câu truyện vừa hài vừa lứng sẽ bắt đầu?",//st.nettruyenup.com/data/comics/124/batsu-hare.jpg,https://www.nettruyenup.com/truyen-tranh/batsu-hare-65660
Fate/Stay Night: Unlimited Blade Works,Chapter 3,"Thể loại:Action, Drama, Fantasy, Historical, Manga, Mystery, Seinen, Supernatural",Lượt xem:10K,Theo dõi:328,Tình trạng:Đang tiến hành,"Cuộc chiến chén thánh là một trận chiến giữa các pháp sư nhằm chiếm đoạt chén thánh - công cụ ban điều ước. Ở cuộc chiến lần năm, Rin Tohsaka là một người tham dự cùng với servant của cô - Archer, hai người cùng nhau chiến đấu nhằm giành lấy chén thánh. Bạn cùng lớp của cô, Shirou Emiya vô tình bị cuốn vào cuộc chiến này, đã triệu hồi ra Saber. Cho đến trận chiến cuối cùng, Rin và Shirou sẽ hợp tác với nhau tạm thời để chiến đấu với những đối thủ khác trong cuộc chiến.",//st.nettruyenup.com/data/comics/111/fatestay-night-unlimited-blade-works.jpg,https://www.nettruyenup.com/truyen-tranh/fatestay-night-unlimited-blade-works-666710
"Tsuma, Shougakusei ni Naru.",Chapter 16.5,"Thể loại:Drama, Manga, Romance, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:207,Tác giả:Yayu Murata,,//st.nettruyenup.com/data/comics/63/tsuma-shougakusei-ni-naru.jpg,https://www.nettruyenup.com/truyen-tranh/tsuma-shougakusei-ni-naru-238710
Nếu Vợ Tôi Biến Thành Một Học Sinh Tiểu Học,Chapter 16.5,"Thể loại:Drama, Manga, Romance, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:460,Tác giả:Yayu Murata,Người vợ đã mất của tôi bỗng nhiên tái sinh thành một học sinh tiểu học,//st.nettruyenup.com/data/comics/226/neu-vo-toi-bien-thanh-mot-hoc-sinh-tieu-767.jpg,https://www.nettruyenup.com/truyen-tranh/neu-vo-toi-bien-thanh-mot-hoc-sinh-tieu-hoc-235220
"Shinmai Ossan Bouken-sha, Saikyou paati ni shinu hodo kitae rarete Muteki ni naru",Chapter 18.1,"Thể loại:Action, Adventure, Comedy, Drama, Fantasy, Manga, Shounen",Tình trạng:Đang tiến hành,Bình luận:316,Tác giả:OGINO Ken - Kishima Kiraku,"Rick Gladiator - Làm lễ tân ở Guild suốt 14 năm nhưng vẫn ấp ủ giấc mơ được trở thành Mạo Hiểm Giả. Và ở tuổi 30, anh đã nghỉ việc để theo đuổi con đường đó.Với người luống tuổi và khởi đầu muộn như Rick, sẽ quá là khó khăn cho anh. Nhưng rồi anh có được cuộc gặp gỡ định mệnh và được huấn luyện bởi Hội Nhóm Mạo Hiểm Giả mạnh nhất Lục Địa - Cường Quyền Orihalcon.",//st.nettruyenup.com/data/comics/163/shinmai-ossan-bouken-sha-saikyou-paati-n-7638.jpg,https://www.nettruyenup.com/truyen-tranh/shinmai-ossan-bouken-sha-saikyou-paati-ni-shinu-hodo-kitae-rarete-muteki-ni-naru-577630
Hello world,Chapter 10,Tác giả:Mado Nozaki,Lượt xem:68K,Theo dõi:2.494,Tình trạng:Đang tiến hành,Một thằng nhảy ngược 10 năm kể từ năm 2027 về để sửa chữa những sai lầm của mình ... drama căm ming ......,//st.nettruyenup.com/data/comics/57/hello-world.jpg,https://www.nettruyenup.com/truyen-tranh/hello-world-248892
Nữ Phụ Như Tôi Cũng Có Ngày Ra Mắt,Chapter 65,Tình trạng:Đang tiến hành,Bình luận:1.447,Ngày cập nhật:03/08/22,Lượt xem:1.218K,"Ngôi sao nữ nổi tiếng Lâm Mỹ Ngư tỉnh lại phát hiện bản thân trở thành nữ phụ ác độc Bạch Kỷ! Tay cầm tập kịch bản, cô biết rằng, sớm muộn có một ngày những soái ca bên cạnh Bạch Kỷ sẽ khiến cho Bạch Kỷ thân bại danh liệt, chết không có chỗ chôn! Phụ tá phúc hắc: Cô dạy tôi! Vì đạt mục đích không chừa thủ đoạn nào! Vệ sĩ Dương Quang: Cô nói cô ghét tôi? Rất tốt chính là cô cứu cực tổng quý xa thành Lâm Mỹ Ngư có ý tứ vậy tôi liền gọi cô là Lâm Mỹ Ngư.",//st.nettruyenup.com/data/comics/94/nu-phu-nhu-toi-cung-co-ngay-ra-mat.jpg,https://www.nettruyenup.com/truyen-tranh/nu-phu-nhu-toi-cung-co-ngay-ra-mat-64350
Naruto - Cửu Vĩ Hồ Ly,Chapter 700.9,Tác giả:Kishimoto Masashi,Lượt xem:19M,Theo dõi:9.910,Tình trạng:Hoàn thành,"Naruto là một cậu bé có mơ ước trở thành hokage của làng Konoha,được Hokage phong ấn trong người một trong 9 quái vật của thể giới : Cửu vĩ Hồ ly.Vì cho cậu là một con quái vật, ko ai dám chơi với cậu!& Vì muốn được thừa nhận nên rất phá phách.Khi tốt nghiệp trướng ninja, lần đầu tiên cậu đã được thừa nhận và có một người bạn thân là Sasuke.Hai năm sau, Sasuke đã rời bỏ làng lá để đi theo Orochimaru vì muốn đạt được sức mạnh hơn người, và dùng sức mạnh đó để giết người anh của mình.Naruto muốn đem Sasuke trở về, và vì Kakashi ko đủ trình độ nên đã đi theo Jiraiya - một trong tam nin truyền thuyết của Konoha - để học tập thêm cách dùng sức mạnh.Sau hai năm trờ về, Naruto đã 16 tuổi và có nhiều thay đổi! Và những khó khăn nguy hiểm cũng từ đó tăng lên 2 năm sau Sasuke đã trưởng thành...và đúng với cái tên thiên tài Uchiha cậu đã hạ được Orochimaru ( tất nhiên là lúc hắn đang bị ấn chú của Đệ tam làm yếu nhất ) và phong ấn hắn trong người cậu. Cậu cùng Suigetsu , Juugo và Karin thành lập Mãng xà truy tìm Itachi. Naruto Sakura Choiji Sai Ino Shikamaru Kiba Shino....cũng dần trở thành những ninja mạnh mẽ trụ cột của làng lá. Họ đã hạ được 2 thành viên Akatsuki. Cũng như Sasuke hạ được Deidara Sasuke và Itachi đã gặp nhau. Và trận chiến cuối cùng đã xảy ra với chiến thắng của Sasuke. Madara xuất hiện và sự thật về Itachi đã đc hé lộ...bí mật về Gia tộc Uchiha và Làng Lá đã tạo nên bi kịch giữa Sasuke và Itachi. Nhóm Đại Bàng được thành lập kết hợp cùng Akatsuki chính thức truy tìm 9 quái vật có đuôi và bắt đầu kế hoạch trả thù của Sasuke ..........",//st.nettruyenup.com/data/comics/220/naruto-cuu-vi-ho-ly.jpg,https://www.nettruyenup.com/truyen-tranh/naruto-cuu-vi-ho-ly-119964
Kimi wa Shinenai Hai Kaburi no Majo,Chapter 7.2,"Thể loại:Comedy, Drama, Ecchi, Fantasy, Manga, Mystery, Psychological, Romance, Tragedy",Tình trạng:Hoàn thành,Bình luận:661,Tác giả:FUUGETSU Makoto - Hainumi,"Cuộc gặp gỡ định mệnh giữa chàng trai bình thường và vị phù thuỷ bất tử…“Tôi là đệ tử của vị phù thuỷ bất tử. Sư phụ tôi, người tự xưng là một phù thuỷ vĩ đại, thực chất chỉ là một con shut-in tự kỷ thích ngồi nhà hơn là ra ngoài”Cuộc sống thường ngày vui vẻ, bình dị của chúng tôi cứ thế trôi qua. Tuy nhiên, tôi lại không hề biết, đằng sau cuộc sống màu hường cùng sư phụ ấy, lại là một bí mật khủng khiếp có liên quan tới vận mệnh của thế giới này…",//st.nettruyenup.com/data/comics/233/kimi-wa-shinenai-hai-kaburi-no-majo.jpg,https://www.nettruyenup.com/truyen-tranh/kimi-wa-shinenai-hai-kaburi-no-majo-370970
Kiếp Này Tôi Sẽ Sống Như Một Nhân Vật Phụ,Chapter 22,Tình trạng:Đang tiến hành,Bình luận:435,Ngày cập nhật:02/08/22,Lượt xem:615K,"[Thật khó nếu bạn quá giỏi … ] Lisia nhớ lại những ký ức của kiếp trước khi cô ấy gặp khó khăn trong kỳ thi tuyển sinh Hàn Quốc, nơi buộc cô ấy chỉ giành được vị trí đầu tiên. ‘Quên đi tất cả, tôi sẽ sống hết mình cho phần còn lại của cuộc đời này.’ Một cuộc đời của một vai phụ không còn được chú ý! Tuy nhiên, thật khó để sống lặng lẽ với tư cách là một diễn viên phụ – cả về ngoại hình lẫn năng lực, vì anh ấy quá phi thường! Sau khi vào học viện, tôi cố gắng sống như một cái bóng không có sự hiện diện nhiều nhất có thể … Tôi tiếp tục dính dáng đến những người đàn ông mà mọi người đều chú ý. Từ hoàng tử trong vỏ bọc của một kẻ lưu manh thân thiện, đến người đàn ông nổi tiếng nhất Học viện, Casanova, và biểu cảm vô cảm, nhưng từ động cơ của anh ta, người dường như đang che giấu rất nhiều bí mật. ‘Xin hãy để tôi một mình!’ Tôi muốn sống lặng lẽ!",//st.nettruyenup.com/data/comics/201/kiep-nay-toi-se-song-nhu-mot-nhan-vat-ph-1392.jpg,https://www.nettruyenup.com/truyen-tranh/kiep-nay-toi-se-song-nhu-mot-nhan-vat-phu-66249
Ta là nữ phụ độc ác,Chapter 4,Tình trạng:Đang tiến hành,Bình luận:136,Ngày cập nhật:31/07/22,Lượt xem:67K,"Một cô gái đến từ thời hiện đại, vô tình xuyên vào cuốn tiểu thuyết ngôn tình cẩu huyết “Thệ ước hoàng hôn(lời thề của hoàng hôn), trở thành nữ phụ độc ác dần dần hắc hóa trong câu chuyện.Vì để thay đổi kết cục vốn có, cô ấy không ngừng nỗ lực. Không ngờ không cẩn thận chọc phải nam phụ điên cuồng.",//st.nettruyenup.com/data/comics/19/ta-la-nu-phu-doc-ac.jpg,https://www.nettruyenup.com/truyen-tranh/ta-la-nu-phu-doc-ac-66067
Boy On The Run,Chapter 114,"Thể loại:Comedy, Drama, Manga, Sports",Lượt xem:750K,Theo dõi:2.007,Tình trạng:Đang tiến hành,Câu chuyện về một thằng viên chức ngáo đá trở thành 1 cao thủ boxing... Cực hay nhóe :)),//st.nettruyenup.com/data/comics/127/boy-on-the-run.jpeg,https://www.nettruyenup.com/truyen-tranh/boy-on-the-run-144630
"Không Đời Nào Một Nhân Vật Phụ Như Tôi Có Thể Nổi Tiếng , .... Nhỉ?",Chapter 13,"Thể loại:Action, Comedy, Drama, Manga, Romance, School Life, Slice of Life",Lượt xem:557K,Theo dõi:16K,Tình trạng:Đang tiến hành,"Thanh niên yuuji sinh ra với khuôn mặt hầm hầm làm ai cũng phải sợ mất dép. Một ngày nọ tự dưng em gái của thằng bạn thân lại tự dưng tỏ tình với mình: LÀM BẠN TRAI EM NHÉ!? Và thế là câu chuyện tình củm hài hước và đầy drama bắt đầu ...Ngoài ra bộ truyện có sensei siêu hot , bạn thởu nhỏ siêu múp, bạn gái siêu dễ thương",//st.nettruyenup.com/data/comics/133/khong-doi-nao-mot-nhan-vat-phu-nhu-toi-c-8908.jpg,https://www.nettruyenup.com/truyen-tranh/khong-doi-nao-mot-nhan-vat-phu-nhu-toi-co-the-noi-tieng-nhi-405810
"Takane-san, Kimi no Koto Sukirashii yo",Chapter 1.1,Tác giả:Ikeuchi Tanuma - Sawatari Kazami,Lượt xem:35K,Theo dõi:3.294,Tình trạng:Đang tiến hành,Bộ truyện hài tình cảm đơn phương giữa thành viên hội đồng kỷ luật nghiêm khắc và nữ sinh xinh đẹp nhất trường.,//st.nettruyenup.com/data/comics/96/takane-san-kimi-no-koto-sukirashii-yo.jpg,https://www.nettruyenup.com/truyen-tranh/takane-san-kimi-no-koto-sukirashii-yo-65888
Giá Như Có Thể Gặp Lại Anh Trên Ngọn Đồi Trải Đầy Hoa Nở Ấy,Chapter 11,"Thể loại:Drama, Manga, Romance, Shounen, Supernatural",Tình trạng:Hoàn thành,Bình luận:247,Tác giả:Matsuse Daichi - Shiomi Natsue,"Yuri chỉ sống cho qua ngày giữa cuộc sống xoay quanh trường học và gia đình.Vì cãi nhau với mẹ nên cô đã bỏ nhà đi, khi tỉnh dậy đã là chiến tranh Nhật Bản 70 năm trước. Tình cờ nhận được sự giúp đỡ của Akira và cùng anh trải qua những ngày tháng đó, cô đã bị thu hút bởi sự chân thành và tốt bụng của anh. Tuy nhiên, anh ấy là một thành viên của đội cảm tử và vận mệnh của anh đã được định sẵn ngoài chiến trường. Khá lâu sau đó Yuri bất ngờ biết được những cảm xúc thực sự của Akira...",//st.nettruyenup.com/data/comics/96/gia-nhu-co-the-gap-lai-anh-tren-ngon-doi-3190.jpg,https://www.nettruyenup.com/truyen-tranh/gia-nhu-co-the-gap-lai-anh-tren-ngon-doi-trai-day-hoa-no-ay-556480
Hôn Phu Của Tôi Là Nam Chính Yandere,Chapter 19,"Thể loại:Chuyển Sinh, Cổ Đại, Drama, Manhwa, Ngôn Tình, Romance, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:876,Tác giả:Shuroop,"Một ngày nọ, Veillyn Orlando nhận ra rằng cô ấy đã sống 21 năm qua với tư cách là một nhân vật phụ trong một cuốn tiểu thuyết BL và sẽ chết trong vòng một năm nữa! Do đó, Veillyn quyết định thoát khỏi gia đình bạo hành của mình và sống những ngày còn lại trong yên bình. Tuy nhiên, lối thoát duy nhất của cô là đính hôn với nam chính của cuốn tiểu thuyết, Jellard Lieseltein. Anh ấy dường như là ứng cử viên hoàn hảo cho một hợp đồng hôn nhân bởi vì anh ấy yêu thích nam giới, có nghĩa là không có nguy cơ họ thực sự yêu nhau… Nhưng khi cả hai dành nhiều thời gian hơn cho nhau, Jellard dường như đã yêu Veillyn. Liệu Veillyn có thể điều chỉnh được tình cảm ngày càng lớn của mình dành cho Jellard trong khi giữ bí mật về cái chết không thể tránh khỏi của cô ấy không?",//st.nettruyenup.com/data/comics/105/hon-phu-cua-toi-la-nam-chinh-yandere.jpg,https://www.nettruyenup.com/truyen-tranh/hon-phu-cua-toi-la-nam-chinh-yandere-61801
Chàng rể giả nhân giả nghĩa,Chapter 23,"Thể loại:Drama, Manga, Romance, Shoujo",Tình trạng:Đang tiến hành,Bình luận:1.053,Tác giả:SANO AIRI,"Liệu tình yêu trong giới Yakuza có mang đến kết quả tốt đẹp hay không ?! Ageha, cháu gái của thủ lĩnh băng Tsukishiro. Vào ngày sinh nhật 16 tuổi của cô, một cuộc chiến đón chào chàng rể mới đã bắt đầu!?",//st.nettruyenup.com/data/comics/237/chang-re-gia-nhan-gia-nghia.jpg,https://www.nettruyenup.com/truyen-tranh/chang-re-gia-nhan-gia-nghia-271170
Thần Y Tại Ngôi Làng Nhỏ,Chapter 8,"Thể loại:Comedy, Drama, Fantasy, Harem, Manhua, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:123,Tác giả:Aurora - Yimulian,"Main xuống núi tìm việc, nhưng lại bị bệnh cuồng chân nên đã xin vào một trạm xá nhỏ có em gái rất sẹc si. Nhờ cậu mà càng nhiều người biết đến bởi khả năng chữa bệnh như thần từ đó độ nổi tiếng cũng tăng cào và kèm theo đó là dàn harem của cậu cũng...",//st.nettruyenup.com/data/comics/33/than-y-tai-ngoi-lang-nho.jpg,https://www.nettruyenup.com/truyen-tranh/than-y-tai-ngoi-lang-nho-210250
Thái Hậu Quân Hạ Thần,Chapter 180,"Thể loại:Cổ Đại, Drama, Manhua, Ngôn Tình, Romance, Shoujo, Truyện Màu",Lượt xem:13M,Theo dõi:67K,Tình trạng:Đang tiến hành,"Lúc trước hắn là bạo quân hỉ nộ thất thường, ngày nay hắn lại dưới thân nàng, trở thành trong số dàn nam sủng! Bạo quân như hắn vẫn cho rằng người mà hắn ngày đêm độc sủng tình thân ý mật với hắn, là một đóa hoa kiều nhỏ bé yếu đuối mỏng manh. Kết quả sau khi băng hà, nàng quản triều chính, có dàn hậu cung, thoải mái phóng đãng, còn hắn, lại trọng sinh trở thành nam sủng của nàng…??",//st.nettruyenup.com/data/comics/200/thai-hau-quan-ha-than.jpg,https://www.nettruyenup.com/truyen-tranh/thai-hau-quan-ha-than-357840
Kyouhan,Chapter 3,"Thể loại:Drama, Manga, Romance, School Life, Seinen",Tình trạng:Đang tiến hành,Bình luận:52,Tác giả:Hara Kyuugo,"Yamamoto, con của một nhà sư, thầm thích bạn cùng lớp Reina (con của người sở hữu công ty lớn nhất đảo) bởi vì những hành động tốt bụng mà cô ấy thể hiện đối với cậu.Một ngày, Reina gọi Yamamoto ra ngoài. Khi họ chia sẻ những bí mật thầm kín, họ đã kết nối với nhau.Một câu chuyện hấp dẫn về tình yêu và sự trốn thoát bắt đầu.",//st.nettruyenup.com/data/comics/63/kyouhan.jpg,https://www.nettruyenup.com/truyen-tranh/kyouhan-65599
Đọa Nhân,Chapter 163,Tác giả:NISHIDA Kensuke,Lượt xem:13M,Theo dõi:31K,Tình trạng:Đang tiến hành,"Shintarou Jagasaki, một cảnh sát tuần tra khu vực, đang sống cùng bạn gái. Anh ta rất không hài lòng với công việc hiện tại của mình. Dường như anh ta sẽ sớm kết hôn và sống 1 cuộc sống nhàm chán với 1 gia đình cơ bản - đó là 1 tương lai đáng sợ đối với 1 người nhiều mơ ước như anh ta. Một ngày nọ, 1 con quái vật bí ẩn xuất hiện trên tàu và đột nhiên anh ta phát hiện mình có thể bắn năng lượng bằng tay phải, giống như Master Buppanatsu, linh vật cà tím của thành phố!",//st.nettruyenup.com/data/comics/204/doa-nhan.jpg,https://www.nettruyenup.com/truyen-tranh/doa-nhan-158200
Kage no Eiyuu no Nichijou-tan,Chapter 12,"Thể loại:Action, Drama, Fantasy, Manga, Seinen",Tình trạng:Đang tiến hành,Bình luận:419,Tác giả:Yuusaku Sakaishi,"Đây là câu chuyện nói về một cậu bé rụt rè từng là đặc vụ mật. Chiến đấu, chống đối, và cố hết sức để bảo vệ cuộc sống đời thường của mình.",//st.nettruyenup.com/data/comics/194/kage-no-eiyuu-no-nichijou-tan.jpg,https://www.nettruyenup.com/truyen-tranh/kage-no-eiyuu-no-nichijou-tan-347540
Cá Cược Đôi Khi Cũng Là Khởi Đầu Cho Một Cuộc Tình,Chapter 13,"Thể loại:Comedy, Drama, Manga, Romance, Shoujo, Slice of Life",Lượt xem:52K,Theo dõi:1.638,Tình trạng:Đang tiến hành,"Nao Yoshinaga, một nhân viên văn phòng được mệnh danh là ""người phụ nữ sắt đá "" trong công ty vì cách làm việc thực tế và tuyệt vời của cô ấy. Một ngày nọ, cô tình cờ nghe được tiền bối của mình đặt cược với Satomura để khiến Nao phải lòng anh. Họ không hề hay biết, Nao đã phải lòng Satomura nhiều năm rồi ...! ""... Nhưng, đây không phải là cơ hội của mình sao?"" Cho dù là một trò cá cược thì cơ hội cũng là cơ hội! Một bộ truyện hài lãng mạn giữa một người phụ nữ đầy mộng tưởng và một người đàn ông dịu dàng thiếu quyết đoán!",//st.nettruyenup.com/data/comics/224/ca-cuoc-doi-khi-cung-la-khoi-dau-cho-mot-7077.jpg,https://www.nettruyenup.com/truyen-tranh/ca-cuoc-doi-khi-cung-la-khoi-dau-cho-mot-cuoc-tinh-429760
Trò chơi Ác ma,Chapter 21,"Thể loại:Action, Drama, Manga, Mystery, Psychological, Shounen, Supernatural",Tình trạng:Đang tiến hành,Bình luận:110,Tác giả:Megumi Kouji - Meeb,"Nhân vật chính Teruasa Oda, chủ tịch tập đoàn nhưng cũng là một học sinh, một người hoàn hảo về mọi mặt. Đến một ngày, cậu bị cuốn vào một trò chơi giữa những kẻ sở hữu sức mạnh của ác ma",//st.nettruyenup.com/data/comics/112/tro-choi-ac-ma.jpg,https://www.nettruyenup.com/truyen-tranh/tro-choi-ac-ma-60528
Choco Ngọt Ngào,Chapter 85,Tình trạng:Đang tiến hành,Bình luận:461,Ngày cập nhật:20/07/22,Lượt xem:728K,"Tên khác: Choco Latte Tình yêu thuần khiết chẳng cần những câu thả thính ngọt ngào hay những món quà xa xỉ, chỉ đơn thuần là niềm vui và sự hy vọng. Càng ít nói lại càng hiểu nhau hơn, điều đó thực sự vô giá!",//st.nettruyenup.com/data/comics/209/choco-ngot-ngao.jpg,https://www.nettruyenup.com/truyen-tranh/choco-ngot-ngao-350251
Wistoria Bản Hùng Ca Kiếm Và Pháp Trượng,Chapter 20,Tác giả:Oomori Fujino - Aoi Toshi,Lượt xem:416K,Theo dõi:11K,Tình trạng:Đang tiến hành,"Trong một thế giới tràn ngập những phép thuật nhiệm màu, cậu, một người dị biệt và cuộc hành trình của mình.",//st.nettruyenup.com/data/comics/146/wistoria-ban-hung-ca-kiem-va-phap-truong-3496.jpg,https://www.nettruyenup.com/truyen-tranh/wistoria-ban-hung-ca-kiem-va-phap-truong-372660
